Invoice ID,Branch,City,Customer type,Customer_name,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Male,Female
837-84-0484,B,Chandigarh,Member,Chirag Kapoor,Male,Clothing,93.41,1,4.6705,98.0805,2016-03-22,04:24:43,Cash,93.41,4.761904762,4.6705,2.6,Jagdish Yadav,Aditi Singh
721-12-1200,B,Nashik,Member,Vivek Yadav,Male,Home and lifestyle,99.92,5,24.98,524.58,2019-11-29,12:11:21,Cash,499.6,4.761904762,24.98,4,Faisal Khan,Naina Rajput
390-14-4565,A,Ahmedabad,Member,Chetan Kumar,Male,Health and beauty,57.05,3,8.5575,179.7075,2016-11-22,23:23:11,Cash,171.15,4.761904762,8.5575,1.2,Farhan Khan,Chetana Sahu
363-59-8966,D,New Delhi,Normal,Zaina Chauhan,Female,Food and beverages,70.97,9,31.9365,670.6665,2017-07-18,06:48:45,Credit Card,638.73,4.761904762,31.9365,1.6,Chirag Kapoor,Myra Patel
554-16-2479,C,Mumbai,Member,Omkar Chauhan,Male,Electronic accessories,77.03,5,19.2575,404.4075,2021-11-06,19:18:39,Credit Card,385.15,4.761904762,19.2575,6.7,Ayush Sharma,Kashvi Rajput
521-86-3562,A,Ahmedabad,Normal,Hema Sahu,Female,Electronic accessories,69.85,9,31.4325,660.0825,2021-12-05,11:13:11,Walmart Gift Cards,628.65,4.761904762,31.4325,5.8,Rohit Patel,Vrinda Sharma
587-26-6860,E,New Delhi,Member,Ira Kumar,Female,Clothing,93.04,5,23.26,488.46,2016-08-22,07:49:13,Cash,465.2,4.761904762,23.26,5.4,Farhan Khan,Risha Joshi
277-59-2346,C,Vadodara,Normal,Amar Singh,Male,Books,25.27,3,3.7905,79.6005,2023-12-28,17:52:42,Walmart Gift Cards,75.81,4.761904762,3.7905,5.5,Gopal Tiwari,Nandini Patel
569-83-4432,D,Mumbai,Member,Jhanvi Mehta,Female,Sports and travel,81.38,1,4.069,85.449,2016-01-06,18:01:16,Credit Card,81.38,4.761904762,4.069,6.8,Prakash Sahu,Megha Kapoor
243-06-6826,B,Nagpur,Normal,Faizan Khan,Male,Health and beauty,17.45,4,3.49,73.29,2018-08-18,21:39:41,Credit Card,69.8,4.761904762,3.49,5.8,Eshan Verma,Upasana Yadav
914-28-5540,D,Lucknow,Normal,Mahira Verma,Female,Clothing,52.37,7,18.3295,384.9195,2016-06-20,04:28:45,Walmart Gift Cards,366.59,4.761904762,18.3295,4,Rahul Sharma,Falak Patel
401-42-5711,D,Vadodara,Member,Aaradhya Yadav,Female,Home and lifestyle,25.93,2,2.593,54.453,2022-04-09,22:53:17,Credit Card,51.86,4.761904762,2.593,8,Bhuvan Chauhan,Nupur Singh
169-03-0909,B,Kolkata,Normal,Qureshi Khan,Male,Health and beauty,19.29,5,4.8225,101.2725,2022-11-03,10:04:16,Walmart Gift Cards,96.45,4.761904762,4.8225,8.9,Jatin Chauhan,Vrinda Sharma
421-59-7151,B,Bangalore,Normal,Jai Kapoor,Male,Electronic accessories,86.04,10,43.02,903.42,2021-01-22,19:50:31,Cash,860.4,4.761904762,43.02,5.5,Ishaan Kumar,Parina Patel
263-98-9235,A,Indore,Member,Lucky Singh,Male,Clothing,91.92,3,13.788,289.548,2016-10-27,01:25:43,Cash,275.76,4.761904762,13.788,4,Uday Sahu,Sanya Verma
455-88-0197,B,Vadodara,Normal,Ananya Patel,Female,Books,10.79,3,1.6185,33.9885,2022-04-14,23:32:28,Ewallet,32.37,4.761904762,1.6185,2.6,Zeeshan Patel,Pihu Gupta
188-67-6412,B,Lucknow,Normal,Rohit Patel,Male,Sports and travel,97.97,6,29.391,617.211,2015-10-30,19:59:51,Ewallet,587.82,4.761904762,29.391,3.4,Utkarsh Yadav,Queenie Sharma
388-50-2670,C,Surat,Member,Mukesh Kumar,Male,Clothing,71.23,5,17.8075,373.9575,2020-07-05,05:04:30,Walmart Gift Cards,356.15,4.761904762,17.8075,3.1,Deepesh Verma,Ujala Kapoor
143-99-8185,C,Nashik,Normal,Ginni Gupta,Female,Electronic accessories,58.8,9,26.46,555.66,2023-08-08,12:37:49,Walmart Gift Cards,529.2,4.761904762,26.46,9.8,Umar Khan,Sanya Verma
900-14-8575,B,Hyderabad,Member,Naveen Sharma,Male,Sports and travel,32.08,10,16.04,336.84,2016-05-15,03:17:50,Credit Card,320.8,4.761904762,16.04,9.7,Faizan Khan,Eshita Singh
524-66-2857,B,Agra,Member,Hina Gupta,Female,Home and lifestyle,64.77,7,22.6695,476.0595,2023-08-26,13:01:27,Credit Card,453.39,4.761904762,22.6695,3.2,Yash Patel,Urvashi Joshi
582-06-8795,B,Surat,Member,Hina Gupta,Female,Sports and travel,41.06,8,16.424,344.904,2019-08-09,12:16:13,Ewallet,328.48,4.761904762,16.424,9.8,Govind Tiwari,Aaradhya Yadav
763-24-7973,C,Agra,Member,Karthik Kapoor,Male,Home and lifestyle,80.93,5,20.2325,424.8825,2017-01-26,08:09:39,Walmart Gift Cards,404.65,4.761904762,20.2325,3,Sunil Verma,Devanshi Tiwari
754-92-1266,D,Chennai,Member,Nandini Patel,Female,Home and lifestyle,14.03,4,2.806,58.926,2019-08-12,20:37:47,Cash,56.12,4.761904762,2.806,3.5,Brijesh Sharma,Veda Singh
449-89-1381,C,Mumbai,Normal,Eesha Verma,Female,Home and lifestyle,97.61,6,29.283,614.943,2022-08-26,10:52:49,Walmart Gift Cards,585.66,4.761904762,29.283,9.6,Uday Sahu,Eshaan Kapoor
473-19-9429,B,Nashik,Normal,Jhanvi Mehta,Female,Health and beauty,26.65,8,10.66,223.86,2021-06-21,18:54:54,Walmart Gift Cards,213.2,4.761904762,10.66,9.9,Naveen Sharma,Trisha Khan
366-63-3589,E,Jaipur,Normal,Pranav Rajput,Male,Food and beverages,26.9,6,8.07,169.47,2023-02-09,09:29:21,Ewallet,161.4,4.761904762,8.07,8.4,Sahil Gupta,Risha Joshi
972-58-3653,A,Agra,Member,Jai Kapoor,Male,Health and beauty,66.03,10,33.015,693.315,2020-02-12,00:42:40,Ewallet,660.3,4.761904762,33.015,1.4,Pratik Chauhan,Chhavi Chauhan
383-72-9285,A,Ahmedabad,Member,Naina Rajput,Female,Sports and travel,16.55,5,4.1375,86.8875,2015-06-29,04:18:44,Credit Card,82.75,4.761904762,4.1375,3.7,Faisal Khan,Hema Sahu
811-68-4170,E,Pune,Normal,Risha Joshi,Female,Sports and travel,78.48,3,11.772,247.212,2023-10-05,08:48:45,Cash,235.44,4.761904762,11.772,9.7,Zeeshan Patel,Aaradhya Yadav
530-69-5320,C,Mumbai,Normal,Urvashi Joshi,Female,Home and lifestyle,56.09,4,11.218,235.578,2016-08-24,09:46:13,Credit Card,224.36,4.761904762,11.218,3.7,Hitesh Yadav,Chhavi Chauhan
883-64-1294,D,Chennai,Member,Tanya Rajput,Female,Clothing,97.16,2,9.716,204.036,2018-02-14,13:09:46,Cash,194.32,4.761904762,9.716,5.4,Jagdish Yadav,Zara Tiwari
909-21-0529,E,Ahmedabad,Member,Falguni Mehta,Female,Books,85.14,9,38.313,804.573,2022-08-19,23:05:00,Walmart Gift Cards,766.26,4.761904762,38.313,1.8,Zayd Khan,Hira Gupta
709-43-1057,D,Pune,Member,Omkar Joshi,Male,Books,43.67,8,17.468,366.828,2023-05-23,06:23:49,Walmart Gift Cards,349.36,4.761904762,17.468,9.7,Akash Sharma,Eesha Verma
372-77-8418,A,Vishakhapatnam,Normal,Pradeep Chauhan,Male,Clothing,65.25,3,9.7875,205.5375,2016-10-16,03:13:26,Ewallet,195.75,4.761904762,9.7875,9.5,Pradeep Chauhan,Jigyasa Verma
551-32-2238,E,Jaipur,Normal,Nandini Patel,Female,Health and beauty,21.91,6,6.573,138.033,2020-04-13,23:48:45,Credit Card,131.46,4.761904762,6.573,7.8,Nishant Verma,Ria Singh
681-67-2012,C,Lucknow,Member,Yashi Kapoor,Female,Food and beverages,91.59,5,22.8975,480.8475,2018-06-22,00:15:13,Walmart Gift Cards,457.95,4.761904762,22.8975,4.2,Neeraj Singh,Bhavika Kapoor
499-88-9287,E,Mumbai,Normal,Yash Patel,Male,Books,70.39,7,24.6365,517.3665,2022-12-09,14:37:01,Cash,492.73,4.761904762,24.6365,7.7,Faizan Khan,Myra Patel
606-27-5071,A,Chandigarh,Member,Kanika Singh,Female,Food and beverages,77.42,10,38.71,812.91,2022-12-28,21:32:08,Ewallet,774.2,4.761904762,38.71,8.8,Naveen Sharma,Hina Gupta
734-76-1951,A,Bhopal,Member,Bhavya Tiwari,Female,Health and beauty,17.93,10,8.965,188.265,2023-06-16,08:26:30,Cash,179.3,4.761904762,8.965,8.2,Deepak Verma,Parina Patel
410-50-5892,C,Mumbai,Normal,Devanshi Tiwari,Female,Clothing,20.02,3,3.003,63.063,2019-12-16,09:15:16,Walmart Gift Cards,60.06,4.761904762,3.003,2.7,Imran Khan,Myra Patel
251-65-5589,D,Vishakhapatnam,Normal,Ojasvi Tiwari,Female,Books,79.17,7,27.7095,581.8995,2022-12-14,20:19:02,Ewallet,554.19,4.761904762,27.7095,6.7,Armaan Khan,Upasana Yadav
895-35-6860,B,Chennai,Normal,Kashish Kapoor,Female,Home and lifestyle,42.77,10,21.385,449.085,2020-01-08,22:50:42,Credit Card,427.7,4.761904762,21.385,9.1,Om Prakash Sharma,Veda Singh
195-25-9022,C,Ahmedabad,Normal,Upasana Yadav,Female,Clothing,34.35,8,13.74,288.54,2023-03-21,04:19:35,Ewallet,274.8,4.761904762,13.74,8.2,Javed Khan,Hema Sahu
124-32-1434,E,Agra,Normal,Eshaan Kapoor,Female,Home and lifestyle,61.49,9,27.6705,581.0805,2015-06-20,03:47:57,Ewallet,553.41,4.761904762,27.6705,9.5,Sunil Verma,Falak Patel
468-65-2557,E,Pune,Normal,Lalit Yadav,Male,Food and beverages,54.7,10,27.35,574.35,2021-11-23,21:43:06,Ewallet,547,4.761904762,27.35,1.5,Dheeraj Yadav,Ujala Kapoor
524-03-3039,E,Jaipur,Member,Nandini Patel,Female,Sports and travel,78.59,10,39.295,825.195,2022-05-12,00:14:02,Ewallet,785.9,4.761904762,39.295,6.9,Gagan Singh,Chandni Joshi
279-79-6495,A,Bhopal,Member,Tithira Kapoor,Female,Health and beauty,42.79,4,8.558,179.718,2023-08-15,22:55:21,Credit Card,171.16,4.761904762,8.558,8.3,Govind Tiwari,Aashi Mehta
749-04-8395,E,Hyderabad,Normal,Bhavya Tiwari,Female,Sports and travel,43.26,8,17.304,363.384,2023-08-19,15:52:29,Ewallet,346.08,4.761904762,17.304,2.3,Manoj Sharma,Zara Tiwari
179-28-6872,E,Hyderabad,Member,Omkar Mehta,Male,Health and beauty,48.32,8,19.328,405.888,2019-01-02,07:02:09,Credit Card,386.56,4.761904762,19.328,9.6,Neeraj Singh,Jigyasa Verma
396-41-9241,E,Ahmedabad,Normal,Elina Chauhan,Female,Food and beverages,67.37,1,3.3685,70.7385,2016-08-07,19:45:40,Walmart Gift Cards,67.37,4.761904762,3.3685,6.9,Yogesh Mehta,Trisha Khan
381-35-5839,B,Kolkata,Normal,Hitesh Yadav,Male,Clothing,84.23,2,8.423,176.883,2023-10-15,02:21:03,Credit Card,168.46,4.761904762,8.423,9.1,Uday Sahu,Ira Kumar
438-37-6941,C,Indore,Member,Lavina Yadav,Female,Sports and travel,21.73,3,3.2595,68.4495,2018-06-06,02:05:03,Ewallet,65.19,4.761904762,3.2595,2.5,Karan Joshi,Ananya Patel
502-63-9549,A,Chennai,Normal,Megha Kapoor,Female,Health and beauty,38.69,10,19.345,406.245,2015-02-23,19:26:48,Ewallet,386.9,4.761904762,19.345,3,Uday Sahu,Risha Joshi
627-77-8418,E,Ahmedabad,Member,Pari Chauhan,Female,Electronic accessories,27.91,10,13.955,293.055,2018-04-04,06:57:25,Ewallet,279.1,4.761904762,13.955,8.5,Nishant Verma,Nupur Singh
406-50-7489,D,Bangalore,Member,Faizan Khan,Male,Home and lifestyle,91.78,2,9.178,192.738,2022-09-10,21:23:07,Ewallet,183.56,4.761904762,9.178,8.5,Karthik Kapoor,Dia Mehta
196-41-7584,E,Kochi,Member,Oviya Sharma,Female,Electronic accessories,21.84,4,4.368,91.728,2016-08-23,13:19:28,Cash,87.36,4.761904762,4.368,6.2,Rahul Sharma,Hina Gupta
381-01-0497,D,Ahmedabad,Normal,Eshaan Kapoor,Female,Electronic accessories,57.51,5,14.3775,301.9275,2023-09-16,17:33:13,Credit Card,287.55,4.761904762,14.3775,1.5,Lakshay Sharma,Oviya Sharma
569-19-5576,D,Chennai,Normal,Mukesh Kumar,Male,Sports and travel,54.07,8,21.628,454.188,2017-03-17,23:17:09,Cash,432.56,4.761904762,21.628,9.8,Abhishek Yadav,Mahira Verma
777-34-4175,A,Surat,Member,Siddharth Reddy,Male,Books,73.16,4,14.632,307.272,2017-11-01,11:28:33,Credit Card,292.64,4.761904762,14.632,3.5,Arnav Patel,Sanika Verma
423-57-7930,B,Indore,Member,Sanika Verma,Female,Electronic accessories,40.61,1,2.0305,42.6405,2019-04-24,01:18:15,Ewallet,40.61,4.761904762,2.0305,2.9,Gaurav Tiwari,Myra Patel
985-03-3410,D,Kochi,Normal,Megha Kapoor,Female,Sports and travel,67.74,5,16.935,355.635,2020-06-27,06:09:59,Cash,338.7,4.761904762,16.935,8.6,Arnav Patel,Oviya Sharma
132-67-4057,D,Agra,Normal,Naman Verma,Male,Books,59.96,9,26.982,566.622,2018-07-01,06:29:32,Ewallet,539.64,4.761904762,26.982,2,Pranav Rajput,Gargi Kapoor
357-02-9859,D,Chennai,Member,Chetana Sahu,Female,Sports and travel,77.13,9,34.7085,728.8785,2019-06-27,05:51:30,Cash,694.17,4.761904762,34.7085,3.8,Umar Khan,Falguni Mehta
698-39-0993,E,Indore,Member,Ayush Sharma,Male,Sports and travel,38.01,1,1.9005,39.9105,2016-03-20,07:37:13,Cash,38.01,4.761904762,1.9005,1.4,Sahil Gupta,Jigyasa Verma
230-09-7180,B,Kolkata,Member,Abhishek Yadav,Male,Clothing,44.28,5,11.07,232.47,2020-01-04,13:39:24,Walmart Gift Cards,221.4,4.761904762,11.07,9.6,Eklavya Verma,Zoya Gupta
647-99-2142,D,Nagpur,Normal,Hetal Patel,Female,Sports and travel,38.13,9,17.1585,360.3285,2017-12-07,18:49:03,Credit Card,343.17,4.761904762,17.1585,5.5,Mohit Sahu,Divya Chauhan
216-06-9595,C,Kochi,Normal,Farhan Khan,Male,Clothing,44.81,1,2.2405,47.0505,2016-12-19,03:08:21,Walmart Gift Cards,44.81,4.761904762,2.2405,7.9,Sahil Gupta,Sanika Verma
480-39-3656,C,Lucknow,Normal,Deepesh Verma,Male,Clothing,11.41,5,2.8525,59.9025,2020-12-09,19:07:36,Walmart Gift Cards,57.05,4.761904762,2.8525,4.4,Vivek Yadav,Megha Kapoor
190-95-4337,A,Mumbai,Member,Yashi Kapoor,Female,Health and beauty,40.74,3,6.111,128.331,2020-11-01,01:19:05,Walmart Gift Cards,122.22,4.761904762,6.111,1.9,Rohit Patel,Naina Rajput
287-83-3818,B,Surat,Normal,Nitin Singh,Male,Home and lifestyle,39.65,5,9.9125,208.1625,2016-03-12,10:58:52,Credit Card,198.25,4.761904762,9.9125,8.5,Varun Singh,Falak Patel
249-86-2349,B,Agra,Member,Kavya Rajput,Female,Clothing,90.17,6,27.051,568.071,2021-09-11,20:46:37,Walmart Gift Cards,541.02,4.761904762,27.051,5,Lalit Yadav,Gitanjali Sharma
582-14-1462,A,Lucknow,Normal,Saanvi Kumar,Female,Electronic accessories,53.37,4,10.674,224.154,2021-03-13,09:03:25,Ewallet,213.48,4.761904762,10.674,4.2,Hrishikesh Kapoor,Aanya Sharma
565-16-6390,D,Agra,Member,Hira Gupta,Female,Sports and travel,71.63,10,35.815,752.115,2017-03-07,03:05:43,Cash,716.3,4.761904762,35.815,7.6,Chetan Kumar,Urvashi Joshi
343-50-9204,A,Nashik,Member,Devanshi Tiwari,Female,Health and beauty,31,2,3.1,65.1,2017-10-06,07:24:35,Walmart Gift Cards,62,4.761904762,3.1,8.3,Govind Tiwari,Zara Tiwari
117-18-0945,E,Pune,Normal,Karan Joshi,Male,Electronic accessories,74.23,9,33.4035,701.4735,2017-09-21,15:41:59,Walmart Gift Cards,668.07,4.761904762,33.4035,9.4,Bhuvan Chauhan,Gitanjali Sharma
812-05-9966,D,Indore,Member,Bela Yadav,Female,Health and beauty,63.97,2,6.397,134.337,2021-06-10,08:51:42,Credit Card,127.94,4.761904762,6.397,4.8,Rajveer Gupta,Qamar Yadav
615-43-0833,C,Kochi,Normal,Gagan Singh,Male,Books,35.98,6,10.794,226.674,2016-09-25,14:43:35,Cash,215.88,4.761904762,10.794,8.6,Lokesh Tiwari,Ojasvi Tiwari
620-00-5178,C,Kolkata,Member,Jhanvi Mehta,Female,Home and lifestyle,22.8,5,5.7,119.7,2020-12-25,09:34:44,Credit Card,114,4.761904762,5.7,9.8,Tushar Sahu,Riddhi Verma
293-93-0434,C,Surat,Member,Myra Patel,Female,Books,13.68,3,2.052,43.092,2017-03-16,14:50:29,Ewallet,41.04,4.761904762,2.052,9.9,Zain Khan,Kanika Singh
634-07-0396,A,Chandigarh,Normal,Hrishikesh Kapoor,Male,Sports and travel,60.14,10,30.07,631.47,2022-10-02,14:57:42,Ewallet,601.4,4.761904762,30.07,2.6,Brijesh Sharma,Nandini Patel
215-85-3674,C,Vishakhapatnam,Normal,Hitesh Yadav,Male,Home and lifestyle,27.23,9,12.2535,257.3235,2016-06-16,19:45:58,Credit Card,245.07,4.761904762,12.2535,2.9,Rohit Patel,Bhoomi Tiwari
846-15-7976,E,Lucknow,Member,Arnav Patel,Male,Electronic accessories,39.88,4,7.976,167.496,2022-01-06,15:26:55,Cash,159.52,4.761904762,7.976,3,Dheeraj Yadav,Oviya Sharma
826-86-7851,E,New Delhi,Member,Ayush Sharma,Male,Books,88.09,6,26.427,554.967,2023-06-28,03:41:46,Ewallet,528.54,4.761904762,26.427,9.3,Jai Kapoor,Megha Kapoor
124-79-1200,B,Nashik,Member,Mohit Sahu,Male,Home and lifestyle,24.37,1,1.2185,25.5885,2017-02-08,07:36:28,Cash,24.37,4.761904762,1.2185,1.7,Karthik Kapoor,Vanshika Gupta
137-87-6294,A,Bangalore,Normal,Trisha Khan,Female,Sports and travel,44.24,1,2.212,46.452,2016-03-13,08:08:56,Walmart Gift Cards,44.24,4.761904762,2.212,1.2,Varun Singh,Ekta Joshi
763-41-5135,D,Indore,Member,Utkarsh Yadav,Male,Clothing,40.3,9,18.135,380.835,2019-04-04,19:49:51,Walmart Gift Cards,362.7,4.761904762,18.135,5.4,Akash Sharma,Charvi Verma
227-92-4017,E,New Delhi,Normal,Oviya Sharma,Female,Clothing,49.17,6,14.751,309.771,2015-07-05,10:02:13,Cash,295.02,4.761904762,14.751,6.2,Varun Singh,Jia Kapoor
334-60-5173,D,Chennai,Member,Nandini Patel,Female,Sports and travel,74.43,6,22.329,468.909,2022-12-06,01:47:11,Ewallet,446.58,4.761904762,22.329,5.8,Pratik Chauhan,Saanvi Kumar
337-83-4640,B,Chennai,Member,Tanuj Mehta,Male,Health and beauty,19.97,5,4.9925,104.8425,2016-01-20,22:52:00,Ewallet,99.85,4.761904762,4.9925,1.4,Ravi Patel,Vanya Gupta
764-95-4960,C,Mumbai,Normal,Ojasvi Tiwari,Female,Food and beverages,83.61,2,8.361,175.581,2015-01-23,21:09:36,Credit Card,167.22,4.761904762,8.361,2.7,Faisal Khan,Parina Patel
371-34-9303,E,Agra,Member,Mohit Sahu,Male,Food and beverages,82.04,3,12.306,258.426,2021-10-04,08:45:04,Ewallet,246.12,4.761904762,12.306,8.4,Umar Khan,Saanvi Kumar
974-99-5037,A,Chandigarh,Member,Utkarsh Yadav,Male,Clothing,33.68,5,8.42,176.82,2018-10-21,14:35:36,Cash,168.4,4.761904762,8.42,1.9,Yash Patel,Nupur Singh
750-02-3638,D,New Delhi,Normal,Chhavi Chauhan,Female,Food and beverages,97.67,4,19.534,410.214,2015-10-12,10:01:44,Ewallet,390.68,4.761904762,19.534,2.8,Lucky Singh,Tanya Rajput
805-85-7522,B,Chandigarh,Member,Oviya Sharma,Female,Clothing,84.74,4,16.948,355.908,2023-03-30,02:29:21,Ewallet,338.96,4.761904762,16.948,2.8,Chetan Kumar,Ojasvi Tiwari
943-11-2862,C,Kochi,Normal,Dev Patel,Male,Electronic accessories,71.23,6,21.369,448.749,2022-06-23,02:17:51,Walmart Gift Cards,427.38,4.761904762,21.369,1.7,Gagan Singh,Oorja Gupta
861-28-8711,A,Pune,Member,Zahir Khan,Male,Clothing,68.99,6,20.697,434.637,2016-09-30,23:45:08,Cash,413.94,4.761904762,20.697,2.8,Dinesh Yadav,Sanya Verma
346-65-8726,B,Nashik,Member,Aditi Singh,Female,Electronic accessories,89.16,8,35.664,748.944,2016-01-22,10:59:27,Cash,713.28,4.761904762,35.664,8.5,Harshit Patel,Chandni Joshi
294-57-1841,D,Pune,Normal,Javed Khan,Male,Books,60.66,6,18.198,382.158,2022-11-06,10:39:44,Ewallet,363.96,4.761904762,18.198,4.2,Chirag Kapoor,Anika Patel
844-81-6688,E,Jaipur,Normal,Govind Tiwari,Male,Food and beverages,53.2,5,13.3,279.3,2019-06-30,19:36:14,Ewallet,266,4.761904762,13.3,1.2,Tejas Joshi,Upasana Yadav
237-31-8886,D,Indore,Member,Vikrant Tiwari,Male,Food and beverages,49.57,7,17.3495,364.3395,2016-04-12,23:55:51,Cash,346.99,4.761904762,17.3495,1.9,Rahul Sharma,Prisha Khan
299-27-1547,C,Surat,Member,Urvi Khan,Female,Books,96.24,6,28.872,606.312,2019-12-26,22:25:28,Ewallet,577.44,4.761904762,28.872,1.1,Gagan Singh,Bhavna Sharma
506-09-9999,E,Bhopal,Normal,Dinesh Yadav,Male,Clothing,31.61,3,4.7415,99.5715,2020-03-15,11:28:48,Ewallet,94.83,4.761904762,4.7415,4.8,Ayush Sharma,Bhavna Sharma
572-84-2834,B,Chennai,Normal,Deepak Verma,Male,Food and beverages,63.5,4,12.7,266.7,2020-11-20,08:16:03,Cash,254,4.761904762,12.7,8.5,Om Prakash Sharma,Yashi Kapoor
196-48-9512,C,Vishakhapatnam,Member,Pratik Chauhan,Male,Clothing,55.19,10,27.595,579.495,2021-11-17,17:16:08,Cash,551.9,4.761904762,27.595,7.9,Qureshi Khan,Anika Patel
964-84-5925,D,Surat,Normal,Anika Patel,Female,Food and beverages,24.13,10,12.065,253.365,2022-01-02,05:07:58,Walmart Gift Cards,241.3,4.761904762,12.065,6.7,Pratik Chauhan,Yuvika Patel
128-11-9096,E,Agra,Normal,Veda Singh,Female,Electronic accessories,66.99,3,10.0485,211.0185,2019-01-29,22:16:55,Credit Card,200.97,4.761904762,10.0485,7.9,Keshav Sharma,Lavisha Kapoor
877-53-4188,E,Indore,Normal,Ginni Gupta,Female,Books,68.8,6,20.64,433.44,2016-10-07,22:43:37,Cash,412.8,4.761904762,20.64,6.3,Kunal Gupta,Aaradhya Yadav
992-35-5560,C,Hyderabad,Member,Yashi Kapoor,Female,Home and lifestyle,26.9,7,9.415,197.715,2016-01-02,18:00:14,Cash,188.3,4.761904762,9.415,1.7,Deepak Verma,Vrinda Sharma
424-39-4978,C,Kochi,Normal,Lucky Singh,Male,Food and beverages,95.45,7,33.4075,701.5575,2022-06-25,13:04:56,Ewallet,668.15,4.761904762,33.4075,1.3,Sunil Verma,Kavya Rajput
662-68-8681,A,Chennai,Normal,Eklavya Verma,Male,Electronic accessories,59.1,1,2.955,62.055,2022-01-27,20:45:07,Walmart Gift Cards,59.1,4.761904762,2.955,9.9,Tushar Sahu,Hira Gupta
956-91-6334,A,New Delhi,Normal,Ujjwal Gupta,Male,Electronic accessories,43.26,3,6.489,136.269,2022-06-21,06:38:33,Ewallet,129.78,4.761904762,6.489,8,Ravi Patel,Gauri Singh
101-06-0084,C,Vadodara,Member,Lucky Singh,Male,Electronic accessories,96.79,2,9.679,203.259,2017-02-05,20:20:37,Walmart Gift Cards,193.58,4.761904762,9.679,1.1,Chetan Kumar,Urvashi Joshi
421-69-9621,D,Nashik,Normal,Naveen Sharma,Male,Books,24.22,9,10.899,228.879,2021-02-04,16:34:19,Credit Card,217.98,4.761904762,10.899,9.1,Kunal Gupta,Saanvi Kumar
758-24-1116,A,Bangalore,Normal,Hema Sahu,Female,Health and beauty,74.48,6,22.344,469.224,2016-01-11,19:51:29,Ewallet,446.88,4.761904762,22.344,9,Pranav Rajput,Vanya Gupta
554-79-9879,B,Surat,Normal,Diya Yadav,Female,Books,14.21,6,4.263,89.523,2016-12-10,07:00:06,Walmart Gift Cards,85.26,4.761904762,4.263,7.3,Nishant Verma,Kashish Kapoor
457-83-6546,A,Nashik,Normal,Varun Singh,Male,Home and lifestyle,75.8,10,37.9,795.9,2019-05-10,21:42:18,Walmart Gift Cards,758,4.761904762,37.9,5.2,Varun Singh,Gauri Singh
185-57-3483,B,Ahmedabad,Member,Aashi Mehta,Female,Electronic accessories,41.92,7,14.672,308.112,2018-09-06,03:37:19,Credit Card,293.44,4.761904762,14.672,3.4,Pratik Chauhan,Lavisha Kapoor
239-22-8632,C,Jaipur,Member,Pratik Chauhan,Male,Health and beauty,83.34,3,12.501,262.521,2022-04-23,03:42:41,Credit Card,250.02,4.761904762,12.501,1.9,Kaushal Yadav,Trisha Khan
114-05-9795,D,Nagpur,Normal,Kanika Singh,Female,Books,64.32,5,16.08,337.68,2016-05-20,08:32:57,Cash,321.6,4.761904762,16.08,8.5,Raghav Patel,Diya Yadav
840-27-2028,D,Bangalore,Member,Falak Patel,Female,Electronic accessories,60.24,7,21.084,442.764,2022-01-12,10:12:10,Cash,421.68,4.761904762,21.084,9.9,Sagar Mehta,Sanika Verma
670-28-8505,B,Bhopal,Normal,Vicky Singh,Male,Books,72.15,8,28.86,606.06,2015-05-20,01:36:10,Walmart Gift Cards,577.2,4.761904762,28.86,8.7,Eshan Verma,Trisha Khan
834-10-1612,A,Chennai,Member,Bhavya Tiwari,Female,Home and lifestyle,62.83,3,9.4245,197.9145,2017-05-15,17:44:38,Walmart Gift Cards,188.49,4.761904762,9.4245,3,Raghav Patel,Sanika Verma
382-47-0446,E,Bhopal,Normal,Faisal Khan,Male,Food and beverages,26.16,2,2.616,54.936,2021-01-01,03:55:18,Credit Card,52.32,4.761904762,2.616,8.5,Kunal Gupta,Bhavika Kapoor
612-14-0878,B,Bhopal,Normal,Dinesh Yadav,Male,Books,98.5,5,24.625,517.125,2017-05-13,11:44:38,Ewallet,492.5,4.761904762,24.625,9.5,Ayush Sharma,Saisha Khan
915-69-0181,E,Vadodara,Member,Vrinda Sharma,Female,Books,35.69,2,3.569,74.949,2022-08-27,06:48:20,Ewallet,71.38,4.761904762,3.569,3.6,Sunil Verma,Riddhi Verma
176-21-8268,D,Agra,Normal,Pranav Rajput,Male,Electronic accessories,78.33,10,39.165,822.465,2019-10-22,06:58:22,Ewallet,783.3,4.761904762,39.165,6.2,Armaan Khan,Hira Gupta
580-68-1501,A,Surat,Normal,Brijesh Sharma,Male,Sports and travel,10.23,4,2.046,42.966,2019-05-13,17:26:17,Credit Card,40.92,4.761904762,2.046,9.5,Keshav Sharma,Bhavika Kapoor
273-35-5858,B,Jaipur,Normal,Omkar Mehta,Male,Health and beauty,98.88,7,34.608,726.768,2021-12-01,08:20:28,Credit Card,692.16,4.761904762,34.608,6.8,Himanshu Kapoor,Bhavika Kapoor
211-05-0954,D,New Delhi,Normal,Deepak Verma,Male,Food and beverages,55.67,9,25.0515,526.0815,2018-06-03,03:04:52,Cash,501.03,4.761904762,25.0515,7.8,Utkarsh Yadav,Ekta Joshi
