Invoice ID,Branch,City,Customer type,Customer_name,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,,Male,Female
190-14-4253,D,Indore,Member,Veda Singh,Female,Health and beauty,85.06,9,38.277,803.817,2023-06-09,12:53:37,Credit Card,765.54,4.761904762,38.277,6.5,,Siddharth Reddy,Vrinda Sharma
256-46-7205,A,Nagpur,Member,Kunal Gupta,Male,Books,24.58,9,11.061,232.281,2022-04-15,02:25:16,Credit Card,221.22,4.761904762,11.061,3.2,,Yuvraj Yadav,Aashi Mehta
599-66-8030,D,Jaipur,Normal,Ishaani Sahu,Female,Clothing,34.48,8,13.792,289.632,2019-04-14,00:57:59,Walmart Gift Cards,275.84,4.761904762,13.792,2.2,,Varun Singh,Jia Kapoor
112-23-3503,D,Lucknow,Normal,Bela Yadav,Female,Home and lifestyle,20.09,9,9.0405,189.8505,2020-08-23,16:29:15,Walmart Gift Cards,180.81,4.761904762,9.0405,3.6,,Dheeraj Yadav,Tanya Rajput
478-33-4242,A,Jaipur,Normal,Utkarsh Yadav,Male,Health and beauty,28.39,4,5.678,119.238,2017-06-13,14:38:53,Cash,113.56,4.761904762,5.678,3.6,,Arnav Patel,Pari Chauhan
332-51-1954,D,Kolkata,Member,Kaushal Yadav,Male,Electronic accessories,38.43,7,13.4505,282.4605,2016-04-19,12:07:33,Walmart Gift Cards,269.01,4.761904762,13.4505,9.1,,Manoj Sharma,Aashi Mehta
726-07-0530,E,Chandigarh,Member,Mohit Sahu,Male,Books,96.92,2,9.692,203.532,2018-11-20,21:54:16,Credit Card,193.84,4.761904762,9.692,7.8,,Jagdish Yadav,Bhavna Sharma
300-98-2216,A,Indore,Member,Om Prakash Sharma,Male,Health and beauty,46.91,1,2.3455,49.2555,2015-06-21,18:31:14,Ewallet,46.91,4.761904762,2.3455,1.4,,Dinesh Yadav,Aditi Singh
561-85-8277,E,Ahmedabad,Member,Oviya Sharma,Female,Sports and travel,29.78,7,10.423,218.883,2020-03-15,02:22:40,Cash,208.46,4.761904762,10.423,4.9,,Faizan Khan,Hira Gupta
763-21-8788,D,Bhopal,Normal,Sunil Verma,Male,Home and lifestyle,56.73,6,17.019,357.399,2016-04-27,04:11:26,Ewallet,340.38,4.761904762,17.019,7,,Yash Patel,Sanika Verma
329-23-0561,D,Nagpur,Member,Diya Yadav,Female,Books,18.05,4,3.61,75.81,2017-01-10,06:42:07,Credit Card,72.2,4.761904762,3.61,6.2,,Yogesh Mehta,Bela Yadav
907-41-1903,C,Vishakhapatnam,Normal,Parina Patel,Female,Sports and travel,44.99,2,4.499,94.479,2023-08-15,05:51:10,Walmart Gift Cards,89.98,4.761904762,4.499,3.7,,Inder Rajput,Rithika Joshi
632-32-7822,D,Indore,Member,Nishant Verma,Male,Health and beauty,66.5,1,3.325,69.825,2017-03-14,01:28:32,Cash,66.5,4.761904762,3.325,6.7,,Mohit Sahu,Anika Patel
590-81-2142,A,Bangalore,Member,Oorja Gupta,Female,Home and lifestyle,68.09,9,30.6405,643.4505,2017-07-26,01:22:07,Ewallet,612.81,4.761904762,30.6405,8.6,,Farhan Khan,Bhoomi Tiwari
709-70-8506,D,Lucknow,Member,Tanuj Mehta,Male,Health and beauty,61.35,10,30.675,644.175,2023-05-15,03:39:05,Ewallet,613.5,4.761904762,30.675,1.3,,Qureshi Khan,Lavina Yadav
542-47-1670,B,Pune,Normal,Bhavna Sharma,Female,Home and lifestyle,75.27,9,33.8715,711.3015,2023-08-27,21:34:51,Walmart Gift Cards,677.43,4.761904762,33.8715,2.8,,Yash Patel,Ekta Joshi
573-24-1557,E,Hyderabad,Member,Vikrant Tiwari,Male,Electronic accessories,26.88,8,10.752,225.792,2023-12-08,08:12:04,Walmart Gift Cards,215.04,4.761904762,10.752,8.7,,Vicky Singh,Divisha Kapoor
918-70-8450,D,Bangalore,Normal,Parth Kapoor,Male,Clothing,20.33,1,1.0165,21.3465,2019-08-23,21:25:48,Walmart Gift Cards,20.33,4.761904762,1.0165,4,,Deepesh Verma,Anika Patel
737-76-6455,B,New Delhi,Normal,Aniket Yadav,Male,Home and lifestyle,24.03,3,3.6045,75.6945,2023-11-29,07:38:07,Walmart Gift Cards,72.09,4.761904762,3.6045,6.4,,Dheeraj Yadav,Kanika Singh
613-21-7076,B,Kolkata,Member,Divisha Kapoor,Female,Home and lifestyle,57.11,9,25.6995,539.6895,2021-12-19,19:05:10,Cash,513.99,4.761904762,25.6995,5.6,,Pratik Chauhan,Ginni Gupta
318-89-1120,B,Lucknow,Normal,Chetan Kumar,Male,Home and lifestyle,38.05,3,5.7075,119.8575,2022-05-19,13:30:54,Cash,114.15,4.761904762,5.7075,2.1,,Umar Khan,Meher Sharma
364-14-7017,A,Chennai,Normal,Nitya Yadav,Female,Electronic accessories,61.67,4,12.334,259.014,2023-02-05,12:36:30,Cash,246.68,4.761904762,12.334,9.5,,Kunal Gupta,Veda Singh
832-96-9795,E,Bhopal,Normal,Myra Patel,Female,Clothing,64.54,1,3.227,67.767,2021-06-05,12:57:53,Ewallet,64.54,4.761904762,3.227,4,,Sunil Verma,Aaradhya Yadav
130-08-0260,B,Kolkata,Normal,Rahul Sharma,Male,Health and beauty,50.44,10,25.22,529.62,2022-11-17,01:45:00,Walmart Gift Cards,504.4,4.761904762,25.22,9.5,,Himanshu Kapoor,Trisha Khan
248-18-3630,B,New Delhi,Member,Devanshi Tiwari,Female,Food and beverages,76.41,2,7.641,160.461,2021-08-09,16:17:42,Credit Card,152.82,4.761904762,7.641,5.9,,Kunal Gupta,Aditi Singh
764-04-5691,E,New Delhi,Member,Risha Joshi,Female,Electronic accessories,62.34,4,12.468,261.828,2022-05-16,04:21:11,Ewallet,249.36,4.761904762,12.468,5.8,,Ujjwal Gupta,Nupur Singh
588-52-1747,C,Lucknow,Normal,Deepesh Verma,Male,Sports and travel,54.87,10,27.435,576.135,2023-05-03,12:27:18,Walmart Gift Cards,548.7,4.761904762,27.435,5,,Harsh Joshi,Qiana Tiwari
726-94-9314,A,Kolkata,Member,Chetana Sahu,Female,Clothing,17.42,5,4.355,91.455,2015-04-16,03:58:44,Cash,87.1,4.761904762,4.355,7.1,,Keshav Sharma,Ujala Kapoor
914-67-8099,A,Nashik,Normal,Eshaan Kapoor,Female,Electronic accessories,55.37,5,13.8425,290.6925,2020-08-11,06:46:52,Walmart Gift Cards,276.85,4.761904762,13.8425,1.4,,Aryan Gupta,Ria Singh
690-57-8849,C,Vadodara,Member,Urvashi Joshi,Female,Home and lifestyle,89.15,7,31.2025,655.2525,2023-06-29,21:08:10,Credit Card,624.05,4.761904762,31.2025,9,,Zahir Khan,Lavina Yadav
205-34-8243,B,Indore,Normal,Tushar Sahu,Male,Health and beauty,54.52,4,10.904,228.984,2021-03-20,02:26:43,Ewallet,218.08,4.761904762,10.904,7.8,,Tanuj Mehta,Nitya Yadav
966-22-7638,B,Surat,Normal,Fatima Joshi,Female,Books,90.56,8,36.224,760.704,2020-09-11,19:07:04,Walmart Gift Cards,724.48,4.761904762,36.224,7,,Varun Singh,Lavina Yadav
648-60-5103,B,Mumbai,Normal,Gaurav Tiwari,Male,Food and beverages,93.43,6,28.029,588.609,2015-03-31,21:29:41,Cash,560.58,4.761904762,28.029,3.1,,Eklavya Verma,Yashi Kapoor
402-60-3758,C,Chandigarh,Normal,Hema Sahu,Female,Sports and travel,60.93,5,15.2325,319.8825,2022-04-18,08:54:13,Ewallet,304.65,4.761904762,15.2325,1.8,,Harshit Patel,Eesha Verma
861-98-6169,D,Indore,Member,Dheeraj Yadav,Male,Health and beauty,10.04,8,4.016,84.336,2015-12-16,06:14:05,Walmart Gift Cards,80.32,4.761904762,4.016,4.2,,Pratik Chauhan,Riddhi Verma
359-73-5847,A,Ahmedabad,Normal,Zahir Khan,Male,Home and lifestyle,33.17,9,14.9265,313.4565,2022-03-18,01:01:47,Cash,298.53,4.761904762,14.9265,1.2,,Mukesh Kumar,Lavanya Sharma
979-23-7375,B,Jaipur,Member,Oviya Sharma,Female,Sports and travel,32.46,4,6.492,136.332,2019-09-15,18:01:26,Cash,129.84,4.761904762,6.492,5.5,,Umar Khan,Ujala Kapoor
431-81-5185,C,New Delhi,Normal,Arnav Patel,Male,Electronic accessories,97.24,5,24.31,510.51,2018-07-29,18:20:10,Credit Card,486.2,4.761904762,24.31,8.4,,Chirag Kapoor,Charul Yadav
335-48-7943,C,Lucknow,Normal,Armaan Khan,Male,Electronic accessories,32.83,5,8.2075,172.3575,2017-05-17,03:56:02,Credit Card,164.15,4.761904762,8.2075,1.3,,Qureshi Khan,Aditi Singh
448-13-5025,B,Jaipur,Normal,Sahil Gupta,Male,Health and beauty,21.81,9,9.8145,206.1045,2019-08-10,16:05:39,Walmart Gift Cards,196.29,4.761904762,9.8145,4.1,,Omkar Mehta,Ishana Sharma
316-70-0988,B,Kolkata,Member,Bhavya Tiwari,Female,Electronic accessories,20.34,2,2.034,42.714,2023-08-25,03:57:58,Credit Card,40.68,4.761904762,2.034,4.8,,Lokesh Tiwari,Nandini Patel
978-38-7360,D,Indore,Normal,Pradeep Chauhan,Male,Books,38.82,8,15.528,326.088,2017-12-22,08:26:14,Credit Card,310.56,4.761904762,15.528,5.4,,Bhushan Sharma,Lavina Yadav
305-84-0587,A,Chennai,Normal,Tushar Sahu,Male,Food and beverages,10.17,10,5.085,106.785,2020-04-24,07:00:20,Credit Card,101.7,4.761904762,5.085,1.9,,Utkarsh Yadav,Chandni Joshi
646-49-1691,E,Pune,Normal,Zaina Chauhan,Female,Food and beverages,69.9,8,27.96,587.16,2019-05-18,21:04:58,Ewallet,559.2,4.761904762,27.96,6.8,,Gagan Singh,Ishaani Sahu
201-16-4870,C,Jaipur,Member,Bhushan Sharma,Male,Food and beverages,14.17,8,5.668,119.028,2022-02-04,10:58:17,Cash,113.36,4.761904762,5.668,6.9,,Aryan Gupta,Ginni Gupta
769-86-5836,E,Kochi,Member,Arjun Patel,Male,Books,43.22,1,2.161,45.381,2019-02-08,22:02:11,Ewallet,43.22,4.761904762,2.161,4.3,,Yash Patel,Oorja Gupta
721-80-7583,E,Jaipur,Normal,Sanika Verma,Female,Electronic accessories,19.26,10,9.63,202.23,2023-10-25,20:47:17,Cash,192.6,4.761904762,9.63,2.4,,Rahul Sharma,Farah Joshi
781-67-0908,D,Kolkata,Normal,Mukesh Kumar,Male,Sports and travel,75.96,2,7.596,159.516,2019-03-13,13:49:30,Ewallet,151.92,4.761904762,7.596,6.5,,Bhushan Sharma,Pihu Gupta
974-31-9001,E,Jaipur,Normal,Ekta Joshi,Female,Health and beauty,70.65,1,3.5325,74.1825,2017-04-21,12:13:21,Walmart Gift Cards,70.65,4.761904762,3.5325,3.9,,Govind Tiwari,Zaina Tiwari
619-20-1369,C,Jaipur,Normal,Vicky Singh,Male,Electronic accessories,95.79,9,43.1055,905.2155,2017-11-28,05:38:33,Ewallet,862.11,4.761904762,43.1055,8.3,,Tanuj Mehta,Falak Patel
179-63-7137,E,Surat,Normal,Ira Kumar,Female,Health and beauty,61.6,4,12.32,258.72,2017-08-24,02:04:23,Walmart Gift Cards,246.4,4.761904762,12.32,1.3,,Omkar Mehta,Eshaan Kapoor
718-43-5751,C,Mumbai,Member,Arjun Patel,Male,Home and lifestyle,60.32,5,15.08,316.68,2020-04-12,07:47:58,Ewallet,301.6,4.761904762,15.08,9.1,,Nishant Verma,Farah Joshi
453-14-9104,B,Nagpur,Normal,Parth Kapoor,Male,Electronic accessories,57.55,7,20.1425,422.9925,2018-08-16,11:50:18,Credit Card,402.85,4.761904762,20.1425,1.1,,Ravi Patel,Megha Kapoor
803-07-1020,A,Surat,Member,Aditya Singh,Male,Books,22.02,9,9.909,208.089,2021-12-21,07:39:26,Ewallet,198.18,4.761904762,9.909,9.1,,Eklavya Verma,Gargi Kapoor
967-74-0242,A,Pune,Member,Hira Gupta,Female,Food and beverages,85.68,3,12.852,269.892,2015-07-07,13:19:30,Walmart Gift Cards,257.04,4.761904762,12.852,2.1,,Pradeep Chauhan,Hema Sahu
395-44-7434,E,New Delhi,Normal,Pihu Gupta,Female,Food and beverages,98.99,5,24.7475,519.6975,2023-07-02,02:44:23,Walmart Gift Cards,494.95,4.761904762,24.7475,3.6,,Faisal Khan,Chhavi Chauhan
489-23-8473,C,Mumbai,Normal,Omkar Mehta,Male,Sports and travel,86.29,7,30.2015,634.2315,2017-11-07,23:35:15,Credit Card,604.03,4.761904762,30.2015,5.4,,Inder Rajput,Saanvi Kumar
170-01-1278,B,Hyderabad,Normal,Zain Khan,Male,Food and beverages,94.11,1,4.7055,98.8155,2017-02-12,11:18:35,Walmart Gift Cards,94.11,4.761904762,4.7055,5.7,,Ujjwal Gupta,Bhavna Sharma
760-22-7641,E,Chandigarh,Normal,Bhushan Sharma,Male,Electronic accessories,29.2,8,11.68,245.28,2018-09-06,00:25:09,Cash,233.6,4.761904762,11.68,5,,Omkar Joshi,Kanika Singh
569-80-2249,B,Lucknow,Member,Aryan Gupta,Male,Health and beauty,64.18,8,25.672,539.112,2016-05-01,05:03:12,Cash,513.44,4.761904762,25.672,8.3,,Nitin Singh,Ojasvi Tiwari
978-17-5185,C,Vadodara,Member,Tejas Joshi,Male,Food and beverages,98.81,9,44.4645,933.7545,2018-01-01,15:56:47,Credit Card,889.29,4.761904762,44.4645,5.5,,Zeeshan Patel,Ishana Sharma
979-39-1633,E,Agra,Member,Ishaan Kumar,Male,Home and lifestyle,91.63,6,27.489,577.269,2019-04-29,01:44:37,Cash,549.78,4.761904762,27.489,6.5,,Ishaan Kumar,Bhavna Sharma
200-10-4340,B,Lucknow,Normal,Aashi Mehta,Female,Clothing,87.97,4,17.594,369.474,2021-04-07,00:46:16,Walmart Gift Cards,351.88,4.761904762,17.594,4.5,,Vikrant Tiwari,Ekta Joshi
899-30-7242,B,Surat,Normal,Pradeep Chauhan,Male,Books,86.63,6,25.989,545.769,2020-03-07,10:19:19,Walmart Gift Cards,519.78,4.761904762,25.989,5.4,,Tejas Joshi,Queenie Sharma
843-11-5565,E,Chandigarh,Member,Omkar Mehta,Male,Health and beauty,73.23,8,29.292,615.132,2019-06-20,02:56:00,Walmart Gift Cards,585.84,4.761904762,29.292,7.9,,Pratik Chauhan,Nandini Patel
466-88-5781,E,Mumbai,Member,Ojasvi Tiwari,Female,Sports and travel,73.24,1,3.662,76.902,2020-10-04,14:31:56,Credit Card,73.24,4.761904762,3.662,9.1,,Varun Singh,Riddhi Verma
298-95-5963,A,Jaipur,Normal,Farhan Khan,Male,Electronic accessories,97.89,8,39.156,822.276,2018-05-20,11:32:17,Credit Card,783.12,4.761904762,39.156,6.5,,Kaushal Yadav,Nupur Singh
275-38-8488,A,Indore,Normal,Imran Khan,Male,Clothing,66.38,8,26.552,557.592,2017-10-30,07:21:00,Cash,531.04,4.761904762,26.552,6.8,,Om Prakash Sharma,Vanya Gupta
254-15-2617,C,New Delhi,Member,Aashi Mehta,Female,Electronic accessories,81.95,5,20.4875,430.2375,2022-07-22,17:17:52,Walmart Gift Cards,409.75,4.761904762,20.4875,1.5,,Pratik Chauhan,Eshaan Kapoor
729-85-1951,D,Vishakhapatnam,Normal,Charvi Verma,Female,Food and beverages,64.25,4,12.85,269.85,2023-05-29,09:29:04,Ewallet,257,4.761904762,12.85,9.9,,Chirag Kapoor,Riddhi Verma
994-12-1196,C,Hyderabad,Member,Tanuj Mehta,Male,Health and beauty,97.77,2,9.777,205.317,2017-07-11,21:03:58,Walmart Gift Cards,195.54,4.761904762,9.777,9.4,,Umar Khan,Bhavya Tiwari
256-34-2126,C,Vadodara,Member,Zoya Gupta,Female,Electronic accessories,24.75,5,6.1875,129.9375,2017-04-27,19:12:02,Ewallet,123.75,4.761904762,6.1875,4.9,,Brijesh Sharma,Urvashi Joshi
560-86-0331,B,New Delhi,Normal,Tanuj Mehta,Male,Food and beverages,42.66,3,6.399,134.379,2021-12-07,10:32:59,Credit Card,127.98,4.761904762,6.399,5.9,,Jatin Chauhan,Oviya Sharma
126-91-2338,E,Ahmedabad,Member,Siddharth Reddy,Male,Books,52.51,3,7.8765,165.4065,2016-09-08,02:56:07,Cash,157.53,4.761904762,7.8765,9.1,,Prakash Sahu,Jhanvi Mehta
146-62-9736,C,Bhopal,Member,Oorja Gupta,Female,Electronic accessories,35.58,6,10.674,224.154,2020-12-22,07:02:47,Walmart Gift Cards,213.48,4.761904762,10.674,9,,Sahil Gupta,Dia Mehta
540-57-9340,B,Nashik,Normal,Ishana Sharma,Female,Books,12.43,8,4.972,104.412,2020-11-05,09:21:41,Cash,99.44,4.761904762,4.972,1.3,,Naman Verma,Ishana Sharma
209-23-3062,A,Bhopal,Member,Ojasvi Tiwari,Female,Health and beauty,17.4,10,8.7,182.7,2016-02-16,14:56:54,Walmart Gift Cards,174,4.761904762,8.7,8.7,,Arnav Patel,Anushka Yadav
290-02-5718,E,Ahmedabad,Member,Ravi Patel,Male,Health and beauty,93.37,10,46.685,980.385,2019-02-10,05:48:10,Ewallet,933.7,4.761904762,46.685,8.6,,Akash Sharma,Hina Gupta
933-59-5142,E,Surat,Normal,Eklavya Verma,Male,Sports and travel,37.96,3,5.694,119.574,2022-10-06,07:51:59,Ewallet,113.88,4.761904762,5.694,1.3,,Pradeep Chauhan,Sanya Verma
662-58-3606,B,Jaipur,Normal,Hina Gupta,Female,Electronic accessories,95.44,1,4.772,100.212,2018-11-27,14:38:56,Ewallet,95.44,4.761904762,4.772,8.1,,Utkarsh Yadav,Fatima Joshi
686-21-1316,B,Chandigarh,Normal,Saisha Khan,Female,Electronic accessories,97.42,6,29.226,613.746,2017-05-13,23:59:00,Walmart Gift Cards,584.52,4.761904762,29.226,5.4,,Neeraj Singh,Ira Kumar
354-47-6360,C,Vishakhapatnam,Normal,Rahul Sharma,Male,Health and beauty,63.15,4,12.63,265.23,2017-01-23,01:31:50,Ewallet,252.6,4.761904762,12.63,5.8,,Keshav Sharma,Ishana Sharma
187-28-7606,A,Chandigarh,Member,Bhavna Sharma,Female,Clothing,92.93,2,9.293,195.153,2022-10-20,23:24:32,Ewallet,185.86,4.761904762,9.293,7.9,,Lakshay Sharma,Naina Rajput
790-48-9149,A,Chandigarh,Normal,Hina Gupta,Female,Books,73.38,10,36.69,770.49,2016-02-26,08:39:58,Credit Card,733.8,4.761904762,36.69,3.5,,Vikrant Tiwari,Bhavya Tiwari
585-08-3182,D,Hyderabad,Normal,Pradeep Chauhan,Male,Food and beverages,21.77,2,2.177,45.717,2023-03-02,00:01:18,Walmart Gift Cards,43.54,4.761904762,2.177,4.8,,Gopal Tiwari,Nitya Yadav
722-45-5908,C,Bangalore,Normal,Eshita Singh,Female,Clothing,29.14,4,5.828,122.388,2019-06-29,09:37:06,Ewallet,116.56,4.761904762,5.828,8.6,,Qureshi Khan,Myra Patel
159-77-1377,B,Hyderabad,Member,Tushar Sahu,Male,Food and beverages,18.76,9,8.442,177.282,2019-12-26,10:04:59,Credit Card,168.84,4.761904762,8.442,2.4,,Utkarsh Yadav,Vrinda Sharma
453-50-6420,E,Kolkata,Member,Nandini Patel,Female,Home and lifestyle,81.89,4,16.378,343.938,2020-04-26,14:35:31,Walmart Gift Cards,327.56,4.761904762,16.378,1.2,,Aarav Kumar,Myra Patel
513-27-3278,D,Kolkata,Normal,Nishant Verma,Male,Electronic accessories,15.9,1,0.795,16.695,2017-10-21,08:41:18,Walmart Gift Cards,15.9,4.761904762,0.795,3.3,,Karthik Kapoor,Bhavna Sharma
989-29-4284,D,Lucknow,Normal,Tithira Kapoor,Female,Sports and travel,13.42,1,0.671,14.091,2021-05-24,08:47:00,Walmart Gift Cards,13.42,4.761904762,0.671,2,,Akash Sharma,Aaradhya Yadav
446-77-6855,C,Hyderabad,Normal,Aniket Yadav,Male,Books,97.89,10,48.945,1027.845,2022-09-29,18:07:57,Credit Card,978.9,4.761904762,48.945,8,,Pradeep Chauhan,Nitya Yadav
229-86-1831,E,Indore,Normal,Arjun Patel,Male,Food and beverages,74.56,2,7.456,156.576,2023-08-27,09:47:38,Walmart Gift Cards,149.12,4.761904762,7.456,8.5,,Uday Sahu,Myra Patel
270-37-8613,E,Jaipur,Member,Arjun Patel,Male,Electronic accessories,52.16,1,2.608,54.768,2021-06-15,05:12:38,Credit Card,52.16,4.761904762,2.608,3.6,,Manoj Sharma,Bhavya Tiwari
877-89-9033,D,New Delhi,Member,Omkar Mehta,Male,Health and beauty,37.32,4,7.464,156.744,2023-09-30,02:52:21,Walmart Gift Cards,149.28,4.761904762,7.464,4.6,,Bhushan Sharma,Ishita Mehta
387-38-7634,E,Nashik,Normal,Pradeep Chauhan,Male,Books,13.18,9,5.931,124.551,2021-05-02,09:18:38,Cash,118.62,4.761904762,5.931,6.6,,Keshav Sharma,Charul Yadav
781-48-5136,E,Vadodara,Member,Anushka Yadav,Female,Books,67.68,9,30.456,639.576,2017-05-26,13:12:37,Ewallet,609.12,4.761904762,30.456,9.4,,Faizan Khan,Yuvika Patel
908-78-3668,C,Chandigarh,Normal,Nitin Singh,Male,Home and lifestyle,38.24,10,19.12,401.52,2015-03-03,10:20:13,Ewallet,382.4,4.761904762,19.12,7.6,,Sagar Mehta,Gauri Singh
146-59-1798,A,Kochi,Normal,Hina Gupta,Female,Electronic accessories,93.06,6,27.918,586.278,2016-08-26,02:29:39,Walmart Gift Cards,558.36,4.761904762,27.918,1.2,,Karthik Kapoor,Ojasvi Tiwari
667-15-7801,D,Kochi,Normal,Zain Khan,Male,Home and lifestyle,75.2,8,30.08,631.68,2015-04-18,09:45:36,Credit Card,601.6,4.761904762,30.08,6.1,,Tushar Sahu,Hetal Patel
330-36-9422,C,Mumbai,Normal,Amar Singh,Male,Electronic accessories,15.02,1,0.751,15.771,2021-01-07,11:39:58,Walmart Gift Cards,15.02,4.761904762,0.751,1.1,,Uday Sahu,Hema Sahu
151-78-4378,B,Indore,Normal,Trisha Khan,Female,Clothing,60.92,5,15.23,319.83,2023-12-17,16:36:23,Walmart Gift Cards,304.6,4.761904762,15.23,9.3,,Lokesh Tiwari,Zaina Tiwari
158-28-4585,C,Lucknow,Member,Imran Khan,Male,Electronic accessories,49.06,5,12.265,257.565,2021-06-02,13:54:37,Ewallet,245.3,4.761904762,12.265,3.2,,Harsh Joshi,Urvi Khan
791-43-4989,C,Agra,Member,Divya Chauhan,Female,Electronic accessories,53.8,8,21.52,451.92,2023-12-13,12:28:44,Cash,430.4,4.761904762,21.52,8.2,,Raghav Patel,Ira Kumar
433-34-5020,A,New Delhi,Member,Ishaan Kumar,Male,Home and lifestyle,48.77,5,12.1925,256.0425,2015-11-17,15:14:27,Ewallet,243.85,4.761904762,12.1925,7.8,,Dheeraj Yadav,Upasana Yadav
884-87-3503,B,Nagpur,Normal,Sahil Gupta,Male,Electronic accessories,81.84,5,20.46,429.66,2019-04-07,23:37:50,Cash,409.2,4.761904762,20.46,9.4,,Vivek Yadav,Queenie Sharma
124-81-7021,B,Bhopal,Normal,Trisha Khan,Female,Sports and travel,16.06,5,4.015,84.315,2015-04-25,02:04:45,Ewallet,80.3,4.761904762,4.015,7.3,,Zeeshan Patel,Zaina Chauhan
662-94-9964,C,Chennai,Normal,Pratik Chauhan,Male,Books,73.77,7,25.8195,542.2095,2022-07-12,06:01:06,Credit Card,516.39,4.761904762,25.8195,6,,Yuvraj Yadav,Yashi Kapoor
226-95-0171,E,Nashik,Normal,Ojasvi Tiwari,Female,Sports and travel,27.15,2,2.715,57.015,2015-06-21,14:31:32,Walmart Gift Cards,54.3,4.761904762,2.715,5.4,,Uday Sahu,Diya Yadav
454-68-7614,E,Nagpur,Member,Yash Patel,Male,Sports and travel,59.48,4,11.896,249.816,2017-09-26,09:42:14,Cash,237.92,4.761904762,11.896,1.4,,Pranav Rajput,Kashish Kapoor
869-28-0052,E,Nashik,Member,Meher Sharma,Female,Food and beverages,41.77,6,12.531,263.151,2017-11-03,18:48:43,Ewallet,250.62,4.761904762,12.531,9.5,,Arjun Patel,Nitya Yadav
893-14-3432,A,Kolkata,Member,Dev Patel,Male,Books,84.7,3,12.705,266.805,2022-06-10,23:04:46,Cash,254.1,4.761904762,12.705,2.1,,Manoj Sharma,Gargi Kapoor
982-14-7385,B,Agra,Member,Ujala Kapoor,Female,Sports and travel,58.71,1,2.9355,61.6455,2021-04-15,08:03:34,Cash,58.71,4.761904762,2.9355,1.9,,Yash Patel,Lavina Yadav
307-08-8260,E,Pune,Member,Ayush Sharma,Male,Health and beauty,36.17,7,12.6595,265.8495,2015-11-02,22:27:28,Ewallet,253.19,4.761904762,12.6595,6.3,,Utkarsh Yadav,Vanshika Gupta
881-28-0154,D,Kolkata,Normal,Ujjwal Gupta,Male,Clothing,12.73,7,4.4555,93.5655,2017-06-29,11:51:10,Ewallet,89.11,4.761904762,4.4555,2.6,,Rahul Sharma,Trisha Khan
900-23-6077,D,Hyderabad,Member,Trisha Khan,Female,Electronic accessories,57.41,1,2.8705,60.2805,2016-07-14,22:27:32,Walmart Gift Cards,57.41,4.761904762,2.8705,2.5,,Aditya Singh,Tanisha Patel
129-82-6390,D,Mumbai,Member,Gargi Kapoor,Female,Clothing,38.34,10,19.17,402.57,2023-11-16,16:26:59,Cash,383.4,4.761904762,19.17,1.6,,Vicky Singh,Oorja Gupta
170-94-8024,A,Surat,Member,Ravi Patel,Male,Home and lifestyle,52.13,3,7.8195,164.2095,2016-12-14,17:25:11,Ewallet,156.39,4.761904762,7.8195,6.6,,Arnav Patel,Charul Yadav
575-35-2413,A,Surat,Normal,Brijesh Sharma,Male,Sports and travel,23.55,7,8.2425,173.0925,2022-01-10,16:16:18,Walmart Gift Cards,164.85,4.761904762,8.2425,4.7,,Gagan Singh,Eesha Verma
998-70-8083,B,Vishakhapatnam,Member,Bela Yadav,Female,Health and beauty,65.28,4,13.056,274.176,2020-09-16,04:18:24,Ewallet,261.12,4.761904762,13.056,2.8,,Ravi Patel,Tithira Kapoor
592-35-0183,D,Nagpur,Member,Qiana Tiwari,Female,Sports and travel,90.31,9,40.6395,853.4295,2018-08-22,12:38:48,Walmart Gift Cards,812.79,4.761904762,40.6395,8.5,,Varun Singh,Charul Yadav
247-43-4334,B,Mumbai,Member,Mohan Patel,Male,Clothing,28.9,1,1.445,30.345,2021-11-23,14:14:13,Walmart Gift Cards,28.9,4.761904762,1.445,9.4,,Pranav Rajput,Gitanjali Sharma
401-10-9371,A,Surat,Normal,Chhavi Chauhan,Female,Electronic accessories,25.18,6,7.554,158.634,2019-07-06,11:53:54,Credit Card,151.08,4.761904762,7.554,3.6,,Ishan Verma,Chetana Sahu
264-63-9280,D,Mumbai,Normal,Ishana Sharma,Female,Home and lifestyle,16.51,4,3.302,69.342,2018-01-29,19:56:09,Cash,66.04,4.761904762,3.302,2.4,,Gaurav Tiwari,Ekta Joshi
183-84-2980,C,Kochi,Member,Karthik Kapoor,Male,Clothing,49.06,10,24.53,515.13,2016-08-17,23:32:26,Cash,490.6,4.761904762,24.53,7.5,,Dheeraj Yadav,Bhoomi Tiwari
995-93-1838,C,Chandigarh,Normal,Anika Patel,Female,Sports and travel,93.18,7,32.613,684.873,2021-05-15,23:58:31,Walmart Gift Cards,652.26,4.761904762,32.613,2.2,,Faizan Khan,Jiya Sahu
195-21-6514,E,Agra,Member,Elina Chauhan,Female,Sports and travel,56.12,3,8.418,176.778,2021-07-31,13:36:39,Credit Card,168.36,4.761904762,8.418,1.4,,Karthik Kapoor,Eesha Verma
869-27-1439,E,Hyderabad,Member,Eshita Singh,Female,Clothing,45.04,10,22.52,472.92,2023-12-22,01:27:25,Credit Card,450.4,4.761904762,22.52,7,,Akash Sharma,Nitya Yadav
